barrio,tipo_delito,timestamp,geometry,site,edge,lane
NUÑEZ,Lesiones Seg Vial,2017-06-05 21:05:00,POINT (-58.4655 -34.5352),PICO 1501,17.3,1
BALVANERA,Homicidio Seg Vial,2017-06-04 09:00:00,POINT (-58.4078 -34.6043),ECUADOR 481,4.3,1
LINIERS,Homicidio Seg Vial,2017-06-04 12:50:00,POINT (-58.5259 -34.6378),CASCO 139,49.6,0
VILLA SOLDATI,Lesiones Seg Vial,2017-06-04 07:27:00,POINT (-58.4325 -34.6707),PERGAMINO 4000,15.0,0
MATADEROS,Lesiones Seg Vial,2017-06-04 18:45:00,POINT (-58.518 -34.6566),"SCHMIDL, ULRICO 7374",3.2,0
PARQUE AVELLANEDA,Lesiones Seg Vial,2017-06-04 00:30:00,POINT (-58.469 -34.6487),"PERON, EVA AV. 3923",41.7,0
NUEVA POMPEYA,Lesiones Seg Vial,2017-06-04 07:10:00,POINT (-58.4163 -34.6483),LA PLATA AV. 2992,13.5,1
NUEVA POMPEYA,Lesiones Seg Vial,2017-06-04 18:40:00,POINT (-58.4309 -34.6428),DARACT AV. 2108,3.8,0
LINIERS,Lesiones Seg Vial,2017-06-04 00:29:00,POINT (-58.5289 -34.6417),IBARROLA 7295,4.8,0
PARQUE CHACABUCO,Lesiones Seg Vial,2017-06-04 16:20:00,POINT (-58.4405 -34.6397),CASTAÑARES AV. 1594,2.8,0
CABALLITO,Lesiones Seg Vial,2017-06-04 19:00:00,POINT (-58.4445 -34.6296),DIRECTORIO AV. 1204,2.2,0
CABALLITO,Lesiones Seg Vial,2017-06-04 00:40:00,POINT (-58.4391 -34.6262),THOMPSON 598,6.3,0
SAN CRISTOBAL,Lesiones Seg Vial,2017-06-04 12:30:00,POINT (-58.3937 -34.6238),SARANDI 1277,4.8,0
CABALLITO,Lesiones Seg Vial,2017-06-04 14:00:00,POINT (-58.4473 -34.6229),RIVADAVIA AV. 5835,1.1,0
SAN TELMO,Lesiones Seg Vial,2017-06-04 04:00:00,POINT (-58.376 -34.6162),CHACABUCO 695,2.0,1
BALVANERA,Lesiones Seg Vial,2017-06-04 09:00:00,POINT (-58.4083 -34.6162),LA RIOJA 479,33.1,0
SAN TELMO,Lesiones Seg Vial,2017-06-04 14:33:00,POINT (-58.3804 -34.6152),"IRIGOYEN, BERNARDO DE 501",4.3,1
ALMAGRO,Lesiones Seg Vial,2017-06-04 21:08:00,POINT (-58.4302 -34.6022),LAMBARE 1012,5.8,1
BALVANERA,Lesiones Seg Vial,2017-06-04 05:40:00,POINT (-58.4033 -34.6),SAN LUIS 2608,1.0,0
BALVANERA,Lesiones Seg Vial,2017-06-04 06:20:00,POINT (-58.4082 -34.5981),"ANCHORENA, TOMAS MANUEL DE, DR. 899",5.0,0
CHACARITA,Lesiones Seg Vial,2017-06-04 00:45:00,POINT (-58.4534 -34.5876),CORRIENTES AV. 6769,48.8,1
RECOLETA,Lesiones Seg Vial,2017-06-04 15:31:00,POINT (-58.3973 -34.5831),DEL LIBERTADOR AV. 1670,2.1,1
PALERMO,Lesiones Seg Vial,2017-06-04 06:30:00,POINT (-58.4365 -34.5637),DEL LIBERTADOR AV. 4994,20.0,1
VILLA PUEYRREDON,Homicidio Seg Vial,2017-06-03 23:20:00,POINT (-58.4918 -34.5823),DE LOS CONSTITUYENTES AV. 4480,5.6,0
VILLA SOLDATI,Lesiones Seg Vial,2017-06-03 22:50:00,POINT (-58.4399 -34.6662),PERGAMINO 3401,5.0,1
MATADEROS,Lesiones Seg Vial,2017-06-03 07:30:00,POINT (-58.4952 -34.6662),MONTE 6513,52.5,0
FLORES,Lesiones Seg Vial,2017-06-03 22:10:00,POINT (-58.4549 -34.64),RIVERA INDARTE AV. 1004,0.8,0
VILLA LURO,Lesiones Seg Vial,2017-06-03 15:00:00,POINT (-58.4914 -34.6398),MOZART 272,38.5,0
BOEDO,Lesiones Seg Vial,2017-06-03 21:30:00,POINT (-58.4188 -34.6258),SAN JUAN AV. 3795,3.2,0
BALVANERA,Lesiones Seg Vial,2017-06-03 16:05:00,POINT (-58.396 -34.6172),RINCON 702,5.3,1
ALMAGRO,Lesiones Seg Vial,2017-06-03 00:25:00,POINT (-58.4293 -34.6151),RIVADAVIA AV. 4515,3.3,1
MONSERRAT,Lesiones Seg Vial,2017-06-03 03:00:00,POINT (-58.3809 -34.6131),BELGRANO AV. 1153,3.6,1
BALVANERA,Lesiones Seg Vial,2017-06-03 20:12:00,POINT (-58.4061 -34.6125),"ALSINA, ADOLFO 2832",48.8,1
BALVANERA,Lesiones Seg Vial,2017-06-03 15:30:00,POINT (-58.4082 -34.6053),ECUADOR 404,6.2,0
VILLA CRESPO,Lesiones Seg Vial,2017-06-03 20:00:00,POINT (-58.4583 -34.6041),"JUSTO, JUAN B. AV. 3971",29.1,0
BALVANERA,Lesiones Seg Vial,2017-06-03 19:46:00,POINT (-58.4037 -34.5984),PUEYRREDON AV. 1005,6.4,0
VILLA CRESPO,Lesiones Seg Vial,2017-06-03 06:25:00,POINT (-58.4301 -34.5943),CORDOBA AV. 4601,2.8,0
VILLA PUEYRREDON,Lesiones Seg Vial,2017-06-03 16:14:00,POINT (-58.5065 -34.5815),NAZCA 5295,3.5,0
PALERMO,Lesiones Seg Vial,2017-06-03 10:00:00,POINT (-58.417 -34.5623),DORREGO AV. 4045,15.9,0
SAAVEDRA,Lesiones Seg Vial,2017-06-03 13:10:00,POINT (-58.4885 -34.5516),PLAZA 4345,11.9,1
SAAVEDRA,Lesiones Seg Vial,2017-06-03 13:10:00,POINT (-58.4885 -34.5516),PLAZA 4345,11.9,1
NUEVA POMPEYA,Lesiones Seg Vial,2017-06-02 11:14:00,POINT (-58.4202 -34.6601),EREZCANO AV. 3896,8.0,1
VILLA SOLDATI,Lesiones Seg Vial,2017-06-02 14:40:00,POINT (-58.4342 -34.6562),RIVERA INDARTE AV. 2898,1.8,0
BARRACAS,Lesiones Seg Vial,2017-06-02 17:55:00,POINT (-58.3871 -34.6552),"CRUZ, OSVALDO AV. 2905",4.0,0
FLORES,Lesiones Seg Vial,2017-06-02 19:05:00,POINT (-58.4593 -34.6503),"CAMBIESES, EUSTAQUIO 1951",9.9,0
PARQUE AVELLANEDA,Lesiones Seg Vial,2017-06-02 06:00:00,POINT (-58.4878 -34.6413),MEDINA 503,0.4,0
FLORES,Lesiones Seg Vial,2017-06-02 09:20:00,POINT (-58.4519 -34.6366),CARABOBO AV. 901,12.8,0
FLORES,Lesiones Seg Vial,2017-06-02 00:00:00,POINT (-58.453 -34.6365),CARABOBO AV. 899,352.5,0
VELEZ SARSFIELD,Lesiones Seg Vial,2017-06-02 07:00:00,POINT (-58.4854 -34.6347),RIVADAVIA AV. 8636,2.3,0
FLORESTA,Lesiones Seg Vial,2017-06-02 12:20:00,POINT (-58.4811 -34.6338),RIVADAVIA AV. 8342,52.8,0
FLORES,Lesiones Seg Vial,2017-06-02 16:40:00,POINT (-58.4653 -34.6336),"BONIFACIO, JOSE 2705",3.4,1
BOEDO,Lesiones Seg Vial,2017-06-02 18:04:00,POINT (-58.4159 -34.6302),BOEDO AV. 1404,2.9,0
CONSTITUCION,Lesiones Seg Vial,2017-06-02 00:20:00,POINT (-58.3858 -34.6224),SAN JUAN AV. 1394,3.2,0
ALMAGRO,Lesiones Seg Vial,2017-06-02 23:20:00,POINT (-58.4154 -34.6184),AGRELO 3501,5.1,0
CABALLITO,Lesiones Seg Vial,2017-06-02 18:40:00,POINT (-58.443 -34.6109),"PUEYRREDON, HONORIO, DR. AV. 794",2.8,0
MONSERRAT,Lesiones Seg Vial,2017-06-02 10:50:00,POINT (-58.3742 -34.61),"ROCA, JULIO A., PRESIDENTE DIAGONAL SUR AV. 568",58.1,0
CABALLITO,Lesiones Seg Vial,2017-06-02 13:45:00,POINT (-58.4346 -34.6087),DIAZ VELEZ AV. 4800,12.2,1
BALVANERA,Lesiones Seg Vial,2017-06-02 10:00:00,POINT (-58.4078 -34.6043),ECUADOR 481,4.3,1
BALVANERA,Lesiones Seg Vial,2017-06-02 11:02:00,POINT (-58.4045 -34.6024),PUEYRREDON AV. 659,55.7,0
ALMAGRO,Lesiones Seg Vial,2017-06-02 20:54:00,POINT (-58.4172 -34.6011),GUARDIA VIEJA 3763,56.8,0
PALERMO,Lesiones Seg Vial,2017-06-02 19:40:00,POINT (-58.4135 -34.593),"DIAZ, CNEL. AV. 1508",8.0,0
PATERNAL,Lesiones Seg Vial,2017-06-02 09:30:00,POINT (-58.4708 -34.5875),DEL CAMPO AV. 1653,9.1,0
CHACARITA,Lesiones Seg Vial,2017-06-02 18:15:00,POINT (-58.4451 -34.5856),CASTILLO 1799,0.3,0
RETIRO,Lesiones Seg Vial,2017-06-02 11:10:00,POINT (-58.3742 -34.5831),ANTARTIDA ARGENTINA AV. 1480,29.4,0
VILLA ORTUZAR,Lesiones Seg Vial,2017-06-02 16:20:00,POINT (-58.4695 -34.5794),CHORROARIN AV. 1458,1.9,0
COLEGIALES,Lesiones Seg Vial,2017-06-02 12:00:00,POINT (-58.45 -34.5675),"LORETO, VIRREY 2406",14.3,0
PALERMO,Lesiones Seg Vial,2017-06-02 12:05:00,POINT (-58.4381 -34.5673),GOROSTIAGA 1997,2.7,0
BELGRANO,Lesiones Seg Vial,2017-06-02 19:00:00,POINT (-58.4593 -34.5607),CIUDAD DE LA PAZ 2317,4.8,0
SAAVEDRA,Lesiones Seg Vial,2017-06-02 19:30:00,POINT (-58.5045 -34.56),"YRURTIA, ROGELIO 5603",272.8,0
BELGRANO,Lesiones Seg Vial,2017-06-02 16:50:00,POINT (-58.4499 -34.5544),DEL LIBERTADOR AV. 6270,57.9,0
MATADEROS,Lesiones Seg Vial,2017-06-01 10:40:00,POINT (-58.5104 -34.6662),DIRECTORIO AV. 7401,5.3,0
MATADEROS,Lesiones Seg Vial,2017-06-01 16:00:00,POINT (-58.5156 -34.6584),FRAGATA LA ARGENTINA 1815,6.3,0
BARRACAS,Lesiones Seg Vial,2017-06-01 10:30:00,POINT (-58.3902 -34.657),LUJAN 3120,1.0,0
FLORES,Lesiones Seg Vial,2017-06-01 23:30:00,POINT (-58.4375 -34.6473),"BONORINO, ESTEBAN, CNEL. AV. 2146",8.7,0
CABALLITO,Lesiones Seg Vial,2017-06-01 13:00:00,POINT (-58.4268 -34.627),DIRECTORIO AV. 29,3.7,0
CABALLITO,Lesiones Seg Vial,2017-06-01 16:09:00,POINT (-58.4308 -34.6225),DOBLAS 497,5.3,1
CABALLITO,Lesiones Seg Vial,2017-06-01 20:00:00,POINT (-58.4548 -34.6209),AVELLANEDA AV. 1700,15.8,0
CABALLITO,Lesiones Seg Vial,2017-06-01 21:30:00,POINT (-58.4411 -34.6208),ROSARIO 892,2.4,0
SAN CRISTOBAL,Lesiones Seg Vial,2017-06-01 11:30:00,POINT (-58.3917 -34.6169),ENTRE RIOS AV. 705,2.6,1
VILLA GRAL. MITRE,Lesiones Seg Vial,2017-06-01 12:25:00,POINT (-58.4724 -34.6095),CARACAS 1900,0.7,0
CABALLITO,Lesiones Seg Vial,2017-06-01 10:00:00,POINT (-58.4371 -34.6088),DIAZ VELEZ AV. 4990,16.3,0
VILLA GRAL. MITRE,Lesiones Seg Vial,2017-06-01 20:20:00,POINT (-58.4763 -34.6087),SAN BLAS 2497,3.0,1
RECOLETA,Lesiones Seg Vial,2017-06-01 10:40:00,POINT (-58.393 -34.5987),PARAGUAY 1792,3.9,0
AGRONOMIA,Lesiones Seg Vial,2017-06-01 17:22:00,POINT (-58.4968 -34.5968),HELGUERA 3488,1.8,0
CHACARITA,Lesiones Seg Vial,2017-06-01 11:25:00,POINT (-58.4583 -34.5961),"NEWBERY, JORGE AV. 4870",107.1,0
RETIRO,Lesiones Seg Vial,2017-06-01 16:30:00,POINT (-58.3685 -34.5887),"PY, COMODORO AV. 2020",27.2,0
CHACARITA,Lesiones Seg Vial,2017-06-01 15:20:00,POINT (-58.454 -34.5852),"LACROZE, FEDERICO AV. 4001",3.2,0
VILLA URQUIZA,Lesiones Seg Vial,2017-06-01 15:00:00,POINT (-58.486 -34.5832),LA PAMPA 5709,4.5,1
PALERMO,Lesiones Seg Vial,2017-06-01 06:50:00,POINT (-58.4025 -34.5817),DEL LIBERTADOR AV. 2100,2.0,1
VILLA ORTUZAR,Lesiones Seg Vial,2017-06-01 17:05:00,POINT (-58.4739 -34.5776),ALVAREZ THOMAS AV. 2306,13.8,0
BELGRANO,Lesiones Seg Vial,2017-06-01 14:00:00,POINT (-58.4578 -34.569),CRAMER AV. 1702,8.9,0
SAAVEDRA,Lesiones Seg Vial,2017-06-01 16:00:00,POINT (-58.4788 -34.5564),MELIAN AV. 3505,5.3,0
SAAVEDRA,Lesiones Seg Vial,2017-06-01 16:00:00,POINT (-58.4788 -34.5564),MELIAN AV. 3505,5.3,0
MATADEROS,Lesiones Seg Vial,2017-07-31 16:30:00,POINT (-58.4851 -34.6619),"PERON, EVA AV. 5601",6.8,1
PARQUE AVELLANEDA,Lesiones Seg Vial,2017-07-31 12:19:00,POINT (-58.4758 -34.6581),ECHEANDIA 4370,2.3,0
PARQUE AVELLANEDA,Lesiones Seg Vial,2017-07-31 07:10:00,POINT (-58.4796 -34.6493),"AMEGHINO, FLORENTINO, DR. 1353",63.8,0
PARQUE AVELLANEDA,Lesiones Seg Vial,2017-07-31 00:00:00,POINT (-58.4776 -34.6483),"BILBAO, FRANCISCO 4204",608.0,0
MATADEROS,Lesiones Seg Vial,2017-07-31 17:11:00,POINT (-58.4988 -34.6483),"ALBERDI, JUAN BAUTISTA AV. 5390",24.1,0
NUEVA POMPEYA,Lesiones Seg Vial,2017-07-31 10:20:00,POINT (-58.426 -34.6457),TILCARA 2506,10.5,0
LINIERS,Lesiones Seg Vial,2017-07-31 18:15:00,POINT (-58.5289 -34.6417),IBARROLA 7295,4.8,0
PARQUE CHACABUCO,Lesiones Seg Vial,2017-07-31 12:50:00,POINT (-58.4339 -34.6397),PICHEUTA 1805,4.4,1
VILLA LURO,Lesiones Seg Vial,2017-07-31 04:30:00,POINT (-58.4974 -34.637),RIVADAVIA AV. 9457,58.8,0
CONSTITUCION,Lesiones Seg Vial,2017-07-31 16:20:00,POINT (-58.3827 -34.629),O'BRIEN 1195,5.4,0
CONSTITUCION,Lesiones Seg Vial,2017-07-31 14:00:00,POINT (-58.3899 -34.6231),SOLIS 1235,13.2,0
VILLA SANTA RITA,Lesiones Seg Vial,2017-07-31 14:15:00,POINT (-58.4809 -34.622),CONCORDIA 1034,8.5,0
CABALLITO,Lesiones Seg Vial,2017-07-31 07:00:00,POINT (-58.454 -34.6205),AVELLANEDA AV. 1628,3.5,0
VILLA SANTA RITA,Lesiones Seg Vial,2017-07-31 12:55:00,POINT (-58.4784 -34.6198),HELGUERA 1102,7.4,0
SAN TELMO,Lesiones Seg Vial,2017-07-31 11:17:00,POINT (-58.3688 -34.6171),INDEPENDENCIA AV. 200,11.1,0
BALVANERA,Lesiones Seg Vial,2017-07-31 09:30:00,POINT (-58.3973 -34.6112),PASCO 148,57.8,1
SAN NICOLAS,Lesiones Seg Vial,2017-07-31 09:45:00,POINT (-58.3707 -34.5995),"ALEM, LEANDRO N. AV. 732",5.1,0
RECOLETA,Lesiones Seg Vial,2017-07-31 14:20:00,POINT (-58.4011 -34.5948),SANTA FE AV. 2380,2.2,0
RETIRO,Lesiones Seg Vial,2017-07-31 07:15:00,POINT (-58.3716 -34.5937),"GILARDI, GILARDO 1252",221.2,0
RETIRO,Lesiones Seg Vial,2017-07-31 21:30:00,POINT (-58.3753 -34.5929),DEL LIBERTADOR AV. 60,26.4,1
PALERMO,Lesiones Seg Vial,2017-07-31 11:15:00,POINT (-58.4415 -34.5852),"VEGA, NICETO, CNEL. AV. 5807",6.6,0
PALERMO,Lesiones Seg Vial,2017-07-31 20:41:00,POINT (-58.4358 -34.5702),"CAMPOS, LUIS M. AV. 800",7.2,0
BELGRANO,Lesiones Seg Vial,2017-07-31 13:30:00,POINT (-58.4631 -34.57),LA PAMPA 3289,2.7,0
PALERMO,Lesiones Seg Vial,2017-07-31 08:40:00,POINT (-58.4239 -34.562),"FIGUEROA ALCORTA, PRES. AV. 5404",1.8,1
VILLA URQUIZA,Lesiones Seg Vial,2017-07-31 18:00:00,POINT (-58.4872 -34.5608),"ACHA, MARIANO, GRAL. 3583",3.9,0
BELGRANO,Lesiones Seg Vial,2017-07-31 07:15:00,POINT (-58.4487 -34.5516),"SOURIGUES, CARLOS, CNEL. 2509",6.7,1
NUÑEZ,Lesiones Seg Vial,2017-07-31 10:35:00,POINT (-58.4682 -34.5494),"LARRALDE, CRISOLOGO AV. 2450",41.9,0
VILLA SOLDATI,Lesiones Seg Vial,2017-07-30 02:00:00,POINT (-58.4521 -34.667),"FERNANDEZ DE LA CRUZ, F., GRAL. AV. 3961",1.4,0
NUEVA POMPEYA,Lesiones Seg Vial,2017-07-30 14:45:00,POINT (-58.4164 -34.6572),SAENZ AV. 1362,9.2,0
NUEVA POMPEYA,Lesiones Seg Vial,2017-07-30 17:20:00,POINT (-58.4178 -34.6519),FOURNIER 3157,5.7,0
LINIERS,Lesiones Seg Vial,2017-07-30 01:45:00,POINT (-58.5287 -34.6459),"PAZ, GRAL. AV. 11194",7.8,0
VILLA LURO,Lesiones Seg Vial,2017-07-30 11:35:00,POINT (-58.5039 -34.6381),RIVADAVIA AV. 9902,3.6,0
CABALLITO,Lesiones Seg Vial,2017-07-30 15:10:00,POINT (-58.4433 -34.6252),"MITRE, EMILIO 290",5.7,1
PUERTO MADERO,Lesiones Seg Vial,2017-07-30 19:55:00,POINT (-58.3435 -34.624),ESPAÑA AV. 3251,150.5,0
SAN TELMO,Lesiones Seg Vial,2017-07-30 06:15:00,POINT (-58.3756 -34.622),SAN JUAN AV. 692,4.7,0
FLORESTA,Lesiones Seg Vial,2017-07-30 18:27:00,POINT (-58.4944 -34.6199),SAN BLAS 4095,5.9,0
CABALLITO,Lesiones Seg Vial,2017-07-30 13:55:00,POINT (-58.4361 -34.6131),"LOBOS, ELEODORO, DR. 411",26.7,0
ALMAGRO,Lesiones Seg Vial,2017-07-30 08:40:00,POINT (-58.4185 -34.611),BULNES 3,2.9,1
BALVANERA,Lesiones Seg Vial,2017-07-30 13:40:00,POINT (-58.3993 -34.6097),RIVADAVIA AV. 2301,17.4,1
ALMAGRO,Lesiones Seg Vial,2017-07-30 07:30:00,POINT (-58.416 -34.6094),BILLINGHURST 112,7.1,1
VILLA GRAL. MITRE,Lesiones Seg Vial,2017-07-30 19:45:00,POINT (-58.4644 -34.6072),"TRELLES, MANUEL R. 1809",3.9,0
BALVANERA,Lesiones Seg Vial,2017-07-30 02:10:00,POINT (-58.4055 -34.6045),PUEYRREDON AV. 510,6.2,1
CABALLITO,Lesiones Seg Vial,2017-07-30 07:45:00,POINT (-58.4586 -34.6045),SAN MARTIN AV. 2201,10.6,0
BALVANERA,Lesiones Seg Vial,2017-07-30 02:05:00,POINT (-58.3969 -34.6033),LAVALLE 2086,2.8,0
PATERNAL,Lesiones Seg Vial,2017-07-30 06:45:00,POINT (-58.4672 -34.6023),SAN MARTIN AV. 3002,13.4,0
VILLA CRESPO,Lesiones Seg Vial,2017-07-30 03:45:00,POINT (-58.4456 -34.5972),PADILLA 987,3.6,1
RECOLETA,Lesiones Seg Vial,2017-07-30 14:10:00,POINT (-58.4079 -34.5908),AUSTRIA 1724,8.0,0
PALERMO,Lesiones Seg Vial,2017-07-30 15:10:00,POINT (-58.4099 -34.5772),DEL LIBERTADOR AV. 2902,8.3,1
BELGRANO,Lesiones Seg Vial,2017-07-30 12:25:00,POINT (-58.457 -34.5552),ROOSEVELT FRANKLIN D. 2020,2.2,0
NUEVA POMPEYA,Lesiones Seg Vial,2017-07-29 16:15:00,POINT (-58.4148 -34.6543),ROMERO 692,2.1,0
NUEVA POMPEYA,Lesiones Seg Vial,2017-07-29 00:00:00,POINT (-58.4163 -34.6497),SAENZ AV. 821,4.2,1
FLORES,Lesiones Seg Vial,2017-07-29 16:40:00,POINT (-58.4567 -34.6482),LAFUENTE AV. 1508,13.5,0
VELEZ SARSFIELD,Lesiones Seg Vial,2017-07-29 06:10:00,POINT (-58.4883 -34.6409),ZELADA 4401,9.3,0
PARQUE CHACABUCO,Lesiones Seg Vial,2017-07-29 21:50:00,POINT (-58.4325 -34.6395),ZAÑARTU 1103,5.1,1
LINIERS,Lesiones Seg Vial,2017-07-29 10:30:00,POINT (-58.5301 -34.6355),"PAZ, GRAL. AV. 10342",79.2,0
PARQUE CHACABUCO,Lesiones Seg Vial,2017-07-29 00:00:00,POINT (-58.4373 -34.6349),CACHIMAYO 1288,3.9,0
FLORES,Lesiones Seg Vial,2017-07-29 23:45:00,POINT (-58.4678 -34.6342),SAN PEDRITO AV. 286,23.9,1
FLORES,Lesiones Seg Vial,2017-07-29 13:20:00,POINT (-58.471 -34.6326),"FALCON, RAMON L.,CNEL. 3033",41.5,0
CABALLITO,Lesiones Seg Vial,2017-07-29 14:00:00,POINT (-58.4362 -34.6281),DIRECTORIO AV. 623,46.0,0
SAN TELMO,Lesiones Seg Vial,2017-07-29 14:40:00,POINT (-58.3712 -34.6242),DEFENSA 1377,3.8,0
SAN TELMO,Lesiones Seg Vial,2017-07-29 15:30:00,POINT (-58.3729 -34.6196),ESTADOS UNIDOS 458,4.2,1
BALVANERA,Lesiones Seg Vial,2017-07-29 20:04:00,POINT (-58.401 -34.6186),ALBERTI 795,7.3,1
BALVANERA,Lesiones Seg Vial,2017-07-29 05:30:00,POINT (-58.4 -34.6186),INDEPENDENCIA AV. 2399,4.1,1
CABALLITO,Lesiones Seg Vial,2017-07-29 20:50:00,POINT (-58.449 -34.6158),ESPINOSA 613,1.6,1
AGRONOMIA,Lesiones Seg Vial,2017-07-29 13:45:00,POINT (-58.525 -34.6142),LOPE DE VEGA AV. 3092,22.1,0
VILLA REAL,Lesiones Seg Vial,2017-07-29 12:45:00,POINT (-58.525 -34.6142),LOPE DE VEGA AV. 3092,22.1,0
VILLA SANTA RITA,Lesiones Seg Vial,2017-07-29 08:45:00,POINT (-58.4798 -34.6134),"MAGARIÑOS CERVANTES, A. 2897",2.8,0
MONSERRAT,Lesiones Seg Vial,2017-07-29 14:20:00,POINT (-58.3809 -34.6131),BELGRANO AV. 1153,3.6,1
VILLA DEVOTO,Lesiones Seg Vial,2017-07-29 13:00:00,POINT (-58.5053 -34.6108),GUALEGUAYCHU 2615,6.2,0
VILLA SANTA RITA,Lesiones Seg Vial,2017-07-29 02:00:00,POINT (-58.4814 -34.6093),CALFUCURA 2809,5.3,0
VILLA SANTA RITA,Lesiones Seg Vial,2017-07-29 13:55:00,POINT (-58.485 -34.6092),ARGERICH 2301,4.9,0
BALVANERA,Lesiones Seg Vial,2017-07-29 15:15:00,POINT (-58.4006 -34.6085),AZCUENAGA 126,6.3,0
CABALLITO,Lesiones Seg Vial,2017-07-29 01:15:00,POINT (-58.4454 -34.6077),"PUEYRREDON, HONORIO, DR. AV. 1092",14.9,0
VILLA GRAL. MITRE,Lesiones Seg Vial,2017-07-29 16:50:00,POINT (-58.4615 -34.6066),"SEGUI, F. J., ALTE. 1691",3.5,0
BALVANERA,Lesiones Seg Vial,2017-07-29 05:00:00,POINT (-58.4055 -34.6035),PUEYRREDON AV. 592,27.5,0
BALVANERA,Lesiones Seg Vial,2017-07-29 06:15:00,POINT (-58.4045 -34.6009),PUEYRREDON AV. 789,1.8,0
VILLA CRESPO,Lesiones Seg Vial,2017-07-29 22:30:00,POINT (-58.4362 -34.5902),URIARTE 1216,5.0,0
VILLA URQUIZA,Lesiones Seg Vial,2017-07-29 20:33:00,POINT (-58.4881 -34.5844),LA PAMPA 5881,1.6,1
PALERMO,Lesiones Seg Vial,2017-07-29 00:15:00,POINT (-58.428 -34.58),GODOY CRUZ 2470,2.1,0
VILLA LUGANO,Lesiones Seg Vial,2017-07-28 00:00:00,POINT (-58.4823 -34.6837),GUAMINI 4503,103.7,0
MATADEROS,Lesiones Seg Vial,2017-07-28 19:20:00,POINT (-58.5026 -34.6733),"PAZ, GRAL. AV. 14010",0.7,0
VILLA LUGANO,Lesiones Seg Vial,2017-07-28 06:45:00,POINT (-58.4704 -34.6638),ESCALADA AV. 2852,3.7,0
MATADEROS,Lesiones Seg Vial,2017-07-28 08:50:00,POINT (-58.5172 -34.661),SALADILLO 1994,5.1,0
BARRACAS,Lesiones Seg Vial,2017-07-28 23:45:00,POINT (-58.3727 -34.6488),"MONTES DE OCA, MANUEL AV. 1851",1.8,0
BARRACAS,Lesiones Seg Vial,2017-07-28 00:00:00,POINT (-58.3729 -34.6482),"IRIARTE, GRAL. 1708",6.8,0
BARRACAS,Lesiones Seg Vial,2017-07-28 15:30:00,POINT (-58.3899 -34.6417),VELEZ SARSFIELD AV. 561,11.6,0
FLORES,Lesiones Seg Vial,2017-07-28 20:15:00,POINT (-58.4644 -34.6402),SAN PEDRITO 809,4.1,0
PARQUE PATRICIOS,Lesiones Seg Vial,2017-07-28 16:00:00,POINT (-58.4041 -34.6355),DEAN FUNES 2097,4.6,1
LINIERS,Lesiones Seg Vial,2017-07-28 23:05:00,POINT (-58.5114 -34.6345),"JUSTO, JUAN B. AV. 9150",4.8,0
FLORES,Lesiones Seg Vial,2017-07-28 20:00:00,POINT (-58.4724 -34.6314),RIVADAVIA AV. 7599,6.9,0
BOEDO,Lesiones Seg Vial,2017-07-28 14:45:00,POINT (-58.4146 -34.6278),MAZA 1427,2.3,0
BOCA,Lesiones Seg Vial,2017-07-28 00:30:00,POINT (-58.3597 -34.626),DON PEDRO DE MENDOZA AV. 330,42.2,0
ALMAGRO,Lesiones Seg Vial,2017-07-28 11:40:00,POINT (-58.4198 -34.6184),CASTRO BARROS 565,41.2,0
ALMAGRO,Lesiones Seg Vial,2017-07-28 18:16:00,POINT (-58.4145 -34.6143),MORENO 3397,2.9,1
VILLA GRAL. MITRE,Lesiones Seg Vial,2017-07-28 20:15:00,POINT (-58.4653 -34.6097),"JUSTO, JUAN B. AV. 4694",7.7,0
CABALLITO,Lesiones Seg Vial,2017-07-28 12:45:00,POINT (-58.4416 -34.6077),HIDALGO 1004,4.6,0
PATERNAL,Lesiones Seg Vial,2017-07-28 09:15:00,POINT (-58.4649 -34.6028),SAN MARTIN AV. 2771,2.7,0
BALVANERA,Lesiones Seg Vial,2017-07-28 08:15:00,POINT (-58.3941 -34.6013),RIOBAMBA 671,48.3,0
RETIRO,Lesiones Seg Vial,2017-07-28 08:30:00,POINT (-58.382 -34.5954),SANTA FE AV. 1098,1.7,0
VILLA CRESPO,Lesiones Seg Vial,2017-07-28 06:00:00,POINT (-58.4335 -34.592),CORDOBA AV. 4901,7.6,0
VILLA PUEYRREDON,Lesiones Seg Vial,2017-07-28 15:20:00,POINT (-58.5062 -34.5887),MOSCONI GENERAL AV. 3208,3.0,0
PALERMO,Lesiones Seg Vial,2017-07-28 13:35:00,POINT (-58.404 -34.5834),BILLINGHURST 2504,5.5,0
VILLA PUEYRREDON,Lesiones Seg Vial,2017-07-28 20:07:00,POINT (-58.4904 -34.5834),TARTAGAL PJE. 5897,2.9,0
PALERMO,Lesiones Seg Vial,2017-07-28 12:45:00,POINT (-58.3991 -34.58),"FIGUEROA ALCORTA, PRES. AV. 3051",108.5,0
VILLA PUEYRREDON,Lesiones Seg Vial,2017-07-28 19:58:00,POINT (-58.5042 -34.5763),"ARTIGAS, JOSE GERVASIO, GRAL. 5616",6.6,0
PALERMO,Lesiones Seg Vial,2017-07-28 02:30:00,POINT (-58.4233 -34.5713),DEL LIBERTADOR AV. 3899,15.2,1
PALERMO,Lesiones Seg Vial,2017-07-28 20:00:00,POINT (-58.4386 -34.5669),"CAMPOS, LUIS M. AV. 1088",66.0,0
